time_period,UK
7/14/1982,1.723
7/15/1982,1.7215
7/16/1982,1.724
7/19/1982,1.735
7/20/1982,1.739
7/21/1982,1.756
7/22/1982,1.7475
7/23/1982,1.7665
7/26/1982,1.764
7/27/1982,1.7562
7/28/1982,1.7435
7/29/1982,1.738
7/30/1982,1.738
8/2/1982,1.7535
8/3/1982,1.7485
8/4/1982,1.7278
8/5/1982,1.7155
8/6/1982,1.714
8/9/1982,1.7
8/10/1982,1.6975
8/11/1982,1.698
8/12/1982,1.698
8/13/1982,1.702
8/16/1982,1.7025
8/17/1982,1.707
8/18/1982,1.724
8/19/1982,1.7235
8/20/1982,1.7415
8/23/1982,1.744
8/24/1982,1.7665
8/25/1982,1.7605
8/26/1982,1.76
8/27/1982,1.736
8/30/1982,1.7085
8/31/1982,1.7205
9/1/1982,1.7205
9/2/1982,1.735
9/3/1982,1.7305
9/6/1982,
9/7/1982,1.7278
9/8/1982,1.721
9/9/1982,1.728
9/10/1982,1.7125
9/13/1982,1.7053
9/14/1982,1.7075
9/15/1982,1.7065
9/16/1982,1.7075
9/17/1982,1.713
9/20/1982,1.7105
9/21/1982,1.71
9/22/1982,1.7215
9/23/1982,1.7105
9/24/1982,1.7085
9/27/1982,1.6958
9/28/1982,1.6905
9/29/1982,1.6955
9/30/1982,1.6945
10/1/1982,1.698
10/4/1982,1.6833
10/5/1982,1.6865
10/6/1982,1.6925
10/7/1982,1.7035
10/8/1982,1.7045
10/11/1982,
10/12/1982,1.724
10/13/1982,1.7085
10/14/1982,1.706
10/15/1982,1.704
10/18/1982,1.708
10/19/1982,1.707
10/20/1982,1.6973
10/21/1982,1.6957
10/22/1982,1.698
10/25/1982,1.6805
10/26/1982,1.686
10/27/1982,1.6848
10/28/1982,1.678
10/29/1982,1.677
11/1/1982,1.6825
11/2/1982,
11/3/1982,1.6795
11/4/1982,1.6665
11/5/1982,1.6625
11/8/1982,1.6505
11/9/1982,1.6603
11/10/1982,1.6625
11/11/1982,
11/12/1982,1.6518
11/15/1982,1.6315
11/16/1982,1.6205
11/17/1982,1.6015
11/18/1982,1.603
11/19/1982,1.6195
11/22/1982,1.594
11/23/1982,1.5972
11/24/1982,1.5955
11/25/1982,
11/26/1982,1.5925
11/29/1982,1.6062
11/30/1982,1.632
12/1/1982,1.6285
12/2/1982,1.6365
12/3/1982,1.641
12/6/1982,1.62
12/7/1982,1.632
12/8/1982,1.627
12/9/1982,1.612
12/10/1982,1.61
12/13/1982,1.607
12/14/1982,1.6165
12/15/1982,1.614
12/16/1982,1.62
12/17/1982,1.6
12/20/1982,1.6105
12/21/1982,1.6045
12/22/1982,1.607
12/23/1982,1.595
12/24/1982,1.6
12/27/1982,1.605
12/28/1982,1.619
12/29/1982,1.627
12/30/1982,1.6165
12/31/1982,1.618
1/3/1983,1.6235
1/4/1983,1.621
1/5/1983,1.621
1/6/1983,1.6065
1/7/1983,1.61
1/10/1983,1.5895
1/11/1983,1.584
1/12/1983,1.575
1/13/1983,1.578
1/14/1983,1.581
1/17/1983,1.589
1/18/1983,1.576
1/19/1983,1.574
1/20/1983,1.572
1/21/1983,1.5675
1/24/1983,1.5405
1/25/1983,1.5388
1/26/1983,1.548
1/27/1983,1.5365
1/28/1983,1.5362
1/31/1983,1.5202
2/1/1983,1.5235
2/2/1983,1.5135
2/3/1983,1.5245
2/4/1983,1.5245
2/7/1983,1.534
2/8/1983,1.5365
2/9/1983,1.541
2/10/1983,1.549
2/11/1983,1.5405
2/14/1983,1.5385
2/15/1983,1.541
2/16/1983,1.551
2/17/1983,1.5435
2/18/1983,1.5435
2/21/1983,
2/22/1983,1.5215
2/23/1983,1.533
2/24/1983,1.5275
2/25/1983,1.527
2/28/1983,1.5115
3/1/1983,1.5045
3/2/1983,1.505
3/3/1983,1.5125
3/4/1983,1.511
3/7/1983,1.5168
3/8/1983,1.4995
3/9/1983,1.5025
3/10/1983,1.5117
3/11/1983,1.5027
3/14/1983,1.509
3/15/1983,1.514
3/16/1983,1.51
3/17/1983,1.5023
3/18/1983,1.4875
3/21/1983,1.4705
3/22/1983,1.473
3/23/1983,1.458
3/24/1983,1.4618
3/25/1983,1.46
3/28/1983,1.4545
3/29/1983,1.4543
3/30/1983,1.4665
3/31/1983,1.4825
4/1/1983,1.478
4/4/1983,1.4885
4/5/1983,1.5063
4/6/1983,1.517
4/7/1983,1.5035
4/8/1983,1.505
4/11/1983,1.5263
4/12/1983,1.5425
4/13/1983,1.5365
4/14/1983,1.5402
4/15/1983,1.5488
4/18/1983,1.561
4/19/1983,1.5495
4/20/1983,1.542
4/21/1983,1.5475
4/22/1983,1.543
4/25/1983,1.568
4/26/1983,1.57
4/27/1983,1.568
4/28/1983,1.5592
4/29/1983,1.5573
5/2/1983,1.5707
5/3/1983,1.5782
5/4/1983,1.5787
5/5/1983,1.578
5/6/1983,1.579
5/9/1983,1.568
5/10/1983,1.5645
5/11/1983,1.568
5/12/1983,1.5681
5/13/1983,1.5665
5/16/1983,1.5605
5/17/1983,1.554
5/18/1983,1.5585
5/19/1983,1.5528
5/20/1983,1.5562
5/23/1983,1.5562
5/24/1983,1.5677
5/25/1983,1.5854
5/26/1983,1.602
5/27/1983,1.6018
5/30/1983,
5/31/1983,1.6005
6/1/1983,1.59
6/2/1983,1.5816
6/3/1983,1.565
6/6/1983,1.576
6/7/1983,1.572
6/8/1983,1.5696
6/9/1983,1.5788
6/10/1983,1.5705
6/13/1983,1.5522
6/14/1983,1.5225
6/15/1983,1.522
6/16/1983,1.527
6/17/1983,1.523
6/20/1983,1.532
6/21/1983,1.526
6/22/1983,1.5305
6/23/1983,1.541
6/24/1983,1.5455
6/27/1983,1.5375
6/28/1983,1.5325
6/29/1983,1.5277
6/30/1983,1.533
7/1/1983,1.531
7/4/1983,
7/5/1983,1.5285
7/6/1983,1.5395
7/7/1983,1.539
7/8/1983,1.5415
7/11/1983,1.534
7/12/1983,1.5315
7/13/1983,1.5298
7/14/1983,1.528
7/15/1983,1.5165
7/18/1983,1.5197
7/19/1983,1.5179
7/20/1983,1.524
7/21/1983,1.525
7/22/1983,1.5205
7/25/1983,1.5215
7/26/1983,1.525
7/27/1983,1.5275
7/28/1983,1.5253
7/29/1983,1.52
8/1/1983,1.509
8/2/1983,1.5072
8/3/1983,1.5058
8/4/1983,1.4875
8/5/1983,1.485
8/8/1983,1.491
8/9/1983,1.494
8/10/1983,1.481
8/11/1983,1.4792
8/12/1983,1.4815
8/15/1983,1.4925
8/16/1983,1.5075
8/17/1983,1.5145
8/18/1983,1.5233
8/19/1983,1.517
8/22/1983,1.528
8/23/1983,1.5308
8/24/1983,1.5198
8/25/1983,1.506
8/26/1983,1.5045
8/29/1983,1.501
8/30/1983,1.4988
8/31/1983,1.494
9/1/1983,1.4974
9/2/1983,1.495
9/5/1983,
9/6/1983,1.4985
9/7/1983,1.4905
9/8/1983,1.4922
9/9/1983,1.494
9/12/1983,1.501
9/13/1983,1.4935
9/14/1983,1.49
9/15/1983,1.497
9/16/1983,1.502
9/19/1983,1.509
9/20/1983,1.508
9/21/1983,1.506
9/22/1983,1.4975
9/23/1983,1.5027
9/26/1983,1.5032
9/27/1983,1.4975
9/28/1983,1.4992
9/29/1983,1.4995
9/30/1983,1.4977
10/3/1983,1.4835
10/4/1983,1.475
10/5/1983,1.489
10/6/1983,1.4903
10/7/1983,1.509
10/10/1983,
10/11/1983,1.508
10/12/1983,1.504
10/13/1983,1.4995
10/14/1983,1.4994
10/17/1983,1.5005
10/18/1983,1.5005
10/19/1983,1.5003
10/20/1983,1.4978
10/21/1983,1.5018
10/24/1983,1.4975
10/25/1983,1.4997
10/26/1983,1.498
10/27/1983,1.4942
10/28/1983,1.495
10/31/1983,1.4952
11/1/1983,1.4855
11/2/1983,1.4871
11/3/1983,1.487
11/4/1983,1.488
11/7/1983,1.4855
11/8/1983,
11/9/1983,1.4845
11/10/1983,1.491
11/11/1983,
11/14/1983,1.484
11/15/1983,1.4851
11/16/1983,1.483
11/17/1983,1.4783
11/18/1983,1.4695
11/21/1983,1.465
11/22/1983,1.474
11/23/1983,1.4675
11/24/1983,
11/25/1983,1.4595
11/28/1983,1.4587
11/29/1983,1.46
11/30/1983,1.463
12/1/1983,1.4578
12/2/1983,1.4572
12/5/1983,1.4455
12/6/1983,1.4505
12/7/1983,1.439
12/8/1983,1.4415
12/9/1983,1.435
12/12/1983,1.4307
12/13/1983,1.4165
12/14/1983,1.415
12/15/1983,1.4215
12/16/1983,1.415
12/19/1983,1.4182
12/20/1983,1.419
12/21/1983,1.4225
12/22/1983,1.427
12/23/1983,1.4315
12/26/1983,
12/27/1983,1.432
12/28/1983,1.436
12/29/1983,1.4475
12/30/1983,1.4515
1/2/1984,
1/3/1984,1.4287
1/4/1984,1.4173
1/5/1984,1.4125
1/6/1984,1.407
1/9/1984,1.4028
1/10/1984,1.4024
1/11/1984,1.3963
1/12/1984,1.3981
1/13/1984,1.41
1/16/1984,1.4195
1/17/1984,1.4105
1/18/1984,1.414
1/19/1984,1.418
1/20/1984,1.4005
1/23/1984,1.4039
1/24/1984,1.399
1/25/1984,1.4007
1/26/1984,1.406
1/27/1984,1.4035
1/30/1984,1.4074
1/31/1984,1.4012
2/1/1984,1.41
2/2/1984,1.4225
2/3/1984,1.431
2/6/1984,1.4225
2/7/1984,1.4107
2/8/1984,1.4128
2/9/1984,1.421
2/10/1984,1.4143
2/13/1984,
2/14/1984,1.428
2/15/1984,1.4445
2/16/1984,1.446
2/17/1984,1.451
2/20/1984,
2/21/1984,1.441
2/22/1984,1.4515
2/23/1984,1.4575
2/24/1984,1.4725
2/27/1984,1.473
2/28/1984,1.4915
2/29/1984,1.4905
3/1/1984,1.478
3/2/1984,1.481
3/5/1984,1.4845
3/6/1984,1.484
3/7/1984,1.4755
3/8/1984,1.458
3/9/1984,1.4625
3/12/1984,1.4532
3/13/1984,1.4675
3/14/1984,1.4665
3/15/1984,1.461
3/16/1984,1.445
3/19/1984,1.443
3/20/1984,1.439
3/21/1984,1.4313
3/22/1984,1.4303
3/23/1984,1.436
3/26/1984,1.4475
3/27/1984,1.447
3/28/1984,1.4465
3/29/1984,1.451
3/30/1984,1.4375
4/2/1984,1.433
4/3/1984,1.4315
4/4/1984,1.4325
4/5/1984,1.426
4/6/1984,1.43
4/9/1984,1.425
4/10/1984,1.437
4/11/1984,1.436
4/12/1984,1.429
4/13/1984,1.429
4/16/1984,1.4215
4/17/1984,1.4211
4/18/1984,1.4192
4/19/1984,1.4177
4/20/1984,1.416
4/23/1984,1.4155
4/24/1984,1.4072
4/25/1984,1.4115
4/26/1984,1.4038
4/27/1984,1.4015
4/30/1984,1.398
5/1/1984,1.3975
5/2/1984,1.399
5/3/1984,1.413
5/4/1984,1.408
5/7/1984,1.3855
5/8/1984,1.3825
5/9/1984,1.389
5/10/1984,1.383
5/11/1984,1.3835
5/14/1984,1.388
5/15/1984,1.3875
5/16/1984,1.394
5/17/1984,1.394
5/18/1984,1.3867
5/21/1984,1.3905
5/22/1984,1.389
5/23/1984,1.3765
5/24/1984,1.382
5/25/1984,1.383
5/28/1984,
5/29/1984,1.3855
5/30/1984,1.384
5/31/1984,1.3855
6/1/1984,1.4035
6/4/1984,1.4
6/5/1984,1.3945
6/6/1984,1.4015
6/7/1984,1.3968
6/8/1984,1.3935
6/11/1984,1.388
6/12/1984,1.3835
6/13/1984,1.3855
6/14/1984,1.385
6/15/1984,1.3785
6/18/1984,1.3748
6/19/1984,1.378
6/20/1984,1.366
6/21/1984,1.362
6/22/1984,1.3633
6/25/1984,1.351
6/26/1984,1.3532
6/27/1984,1.349
6/28/1984,1.3525
6/29/1984,1.3575
7/2/1984,1.3508
7/3/1984,1.337
7/4/1984,
7/5/1984,1.318
7/6/1984,1.3162
7/9/1984,1.306
7/10/1984,1.3095
7/11/1984,1.312
7/12/1984,1.3065
7/13/1984,1.3235
7/16/1984,1.3265
7/17/1984,1.3175
7/18/1984,1.314
7/19/1984,1.328
7/20/1984,1.3232
7/23/1984,1.3185
7/24/1984,1.324
7/25/1984,1.3325
7/26/1984,1.3308
7/27/1984,1.311
7/30/1984,1.3075
7/31/1984,1.3073
8/1/1984,1.301
8/2/1984,1.3095
8/3/1984,1.327
8/6/1984,1.317
8/7/1984,1.306
8/8/1984,1.3145
8/9/1984,1.3115
8/10/1984,1.3125
8/13/1984,1.305
8/14/1984,1.319
8/15/1984,1.3203
8/16/1984,1.3275
8/17/1984,1.322
8/20/1984,1.319
8/21/1984,1.3135
8/22/1984,1.3095
8/23/1984,1.3125
8/24/1984,1.305
8/27/1984,1.3075
8/28/1984,1.3105
8/29/1984,1.315
8/30/1984,1.311
8/31/1984,1.3075
9/3/1984,
9/4/1984,1.292
9/5/1984,1.281
9/6/1984,1.285
9/7/1984,1.273
9/10/1984,1.276
9/11/1984,1.275
9/12/1984,1.2795
9/13/1984,1.2675
9/14/1984,1.266
9/17/1984,1.242
9/18/1984,1.232
9/19/1984,1.237
9/20/1984,1.221
9/21/1984,1.245
9/24/1984,1.2455
9/25/1984,1.2315
9/26/1984,1.241
9/27/1984,1.246
9/28/1984,1.234
10/1/1984,1.2375
10/2/1984,1.24
10/3/1984,1.2495
10/4/1984,1.247
10/5/1984,1.2375
10/8/1984,
10/9/1984,1.228
10/10/1984,1.233
10/11/1984,1.225
10/12/1984,1.223
10/15/1984,1.2095
10/16/1984,1.2035
10/17/1984,1.2004
10/18/1984,1.187
10/19/1984,1.1915
10/22/1984,1.199
10/23/1984,1.2085
10/24/1984,1.222
10/25/1984,1.2275
10/26/1984,1.222
10/29/1984,1.2085
10/30/1984,1.2125
10/31/1984,1.2185
11/1/1984,1.235
11/2/1984,1.251
11/5/1984,1.2685
11/6/1984,
11/7/1984,1.272
11/8/1984,1.2697
11/9/1984,1.2605
11/12/1984,
11/13/1984,1.2715
11/14/1984,1.2605
11/15/1984,1.261
11/16/1984,1.254
11/19/1984,1.2487
11/20/1984,1.2375
11/21/1984,1.2272
11/22/1984,
11/23/1984,1.22
11/26/1984,1.1995
11/27/1984,1.2087
11/28/1984,1.201
11/29/1984,1.2015
11/30/1984,1.197
12/3/1984,1.1943
12/4/1984,1.2085
12/5/1984,1.208
12/6/1984,1.207
12/7/1984,1.2035
12/10/1984,1.203
12/11/1984,1.199
12/12/1984,1.1987
12/13/1984,1.1895
12/14/1984,1.1935
12/17/1984,1.191
12/18/1984,1.186
12/19/1984,1.1748
12/20/1984,1.1645
12/21/1984,1.173
12/24/1984,1.173
12/25/1984,
12/26/1984,1.171
12/27/1984,1.1625
12/28/1984,1.163
12/31/1984,1.158
1/1/1985,
1/2/1985,1.148
1/3/1985,1.1505
1/4/1985,1.1535
1/7/1985,1.1415
1/8/1985,1.1475
1/9/1985,1.141
1/10/1985,1.134
1/11/1985,1.1245
1/14/1985,1.111
1/15/1985,1.1195
1/16/1985,1.117
1/17/1985,1.1187
1/18/1985,1.1195
1/21/1985,
1/22/1985,1.1235
1/23/1985,1.11
1/24/1985,1.118
1/25/1985,1.11
1/28/1985,1.111
1/29/1985,1.1138
1/30/1985,1.126
1/31/1985,1.1305
2/1/1985,1.124
2/4/1985,1.114
2/5/1985,1.1112
2/6/1985,1.1135
2/7/1985,1.116
2/8/1985,1.109
2/11/1985,1.097
2/12/1985,
2/13/1985,1.0875
2/14/1985,1.092
2/15/1985,1.102
2/18/1985,
2/19/1985,1.0929
2/20/1985,1.0865
2/21/1985,1.0815
2/22/1985,1.0765
2/25/1985,1.0545
2/26/1985,1.052
2/27/1985,1.0875
2/28/1985,1.079
3/1/1985,1.072
3/4/1985,1.0677
3/5/1985,1.0545
3/6/1985,1.072
3/7/1985,1.0674
3/8/1985,1.064
3/11/1985,1.0885
3/12/1985,1.0885
3/13/1985,1.086
3/14/1985,1.0805
3/15/1985,1.084
3/18/1985,1.106
3/19/1985,1.1355
3/20/1985,1.151
3/21/1985,1.187
3/22/1985,1.1725
3/25/1985,1.171
3/26/1985,1.182
3/27/1985,1.2375
3/28/1985,1.227
3/29/1985,1.236
4/1/1985,1.2215
4/2/1985,1.205
4/3/1985,1.2165
4/4/1985,1.1935
4/5/1985,1.1985
4/8/1985,1.201
4/9/1985,1.21
4/10/1985,1.215
4/11/1985,1.251
4/12/1985,1.2545
4/15/1985,1.2755
4/16/1985,1.2775
4/17/1985,1.2738
4/18/1985,1.2935
4/19/1985,1.293
4/22/1985,1.278
4/23/1985,1.252
4/24/1985,1.23
4/25/1985,1.2035
4/26/1985,1.216
4/29/1985,1.23
4/30/1985,1.241
5/1/1985,1.2235
5/2/1985,1.2205
5/3/1985,1.207
5/6/1985,1.188
5/7/1985,1.218
5/8/1985,1.2075
5/9/1985,1.2378
5/10/1985,1.2335
5/13/1985,1.2535
5/14/1985,1.2735
5/15/1985,1.2625
5/16/1985,1.259
5/17/1985,1.265
5/20/1985,1.2825
5/21/1985,1.2715
5/22/1985,1.2635
5/23/1985,1.259
5/24/1985,1.2585
5/27/1985,
5/28/1985,1.2515
5/29/1985,1.2665
5/30/1985,1.2735
5/31/1985,1.286
6/3/1985,1.2945
6/4/1985,1.276
6/5/1985,1.2565
6/6/1985,1.271
6/7/1985,1.268
6/10/1985,1.257
6/11/1985,1.2623
6/12/1985,1.2665
6/13/1985,1.265
6/14/1985,1.28
6/17/1985,1.279
6/18/1985,1.299
6/19/1985,1.3065
6/20/1985,1.2769
6/21/1985,1.287
6/24/1985,1.287
6/25/1985,1.285
6/26/1985,1.298
6/27/1985,1.292
6/28/1985,1.3095
7/1/1985,1.305
7/2/1985,1.304
7/3/1985,1.3127
7/4/1985,
7/5/1985,1.327
7/8/1985,1.3435
7/9/1985,1.365
7/10/1985,1.386
7/11/1985,1.381
7/12/1985,1.385
7/15/1985,1.389
7/16/1985,1.387
7/17/1985,1.4112
7/18/1985,1.4045
7/19/1985,1.399
7/22/1985,1.3885
7/23/1985,1.41
7/24/1985,1.3978
7/25/1985,1.4105
7/26/1985,1.409
7/29/1985,1.4278
7/30/1985,1.4215
7/31/1985,1.411
8/1/1985,1.381
8/2/1985,1.371
8/5/1985,1.3675
8/6/1985,1.346
8/7/1985,1.338
8/8/1985,1.3555
8/9/1985,1.3575
8/12/1985,1.3835
8/13/1985,1.388
8/14/1985,1.384
8/15/1985,1.3965
8/16/1985,1.3995
8/19/1985,1.399
8/20/1985,1.389
8/21/1985,1.3923
8/22/1985,1.4075
8/23/1985,1.401
8/26/1985,1.4073
8/27/1985,1.393
8/28/1985,1.4015
8/29/1985,1.3995
8/30/1985,1.391
9/2/1985,
9/3/1985,1.369
9/4/1985,1.3728
9/5/1985,1.365
9/6/1985,1.325
9/9/1985,1.3045
9/10/1985,1.313
9/11/1985,1.3085
9/12/1985,1.3185
9/13/1985,1.34
9/16/1985,1.342
9/17/1985,1.3395
9/18/1985,1.335
9/19/1985,1.34
9/20/1985,1.367
9/23/1985,1.427
9/24/1985,1.4315
9/25/1985,1.4375
9/26/1985,1.437
9/27/1985,1.4025
9/30/1985,1.4085
10/1/1985,1.4105
10/2/1985,1.4135
10/3/1985,1.425
10/4/1985,1.4155
10/7/1985,1.4125
10/8/1985,1.413
10/9/1985,1.414
10/10/1985,1.411
10/11/1985,1.4115
10/14/1985,
10/15/1985,1.4128
10/16/1985,1.4075
10/17/1985,1.414
10/18/1985,1.428
10/21/1985,1.4335
10/22/1985,1.4305
10/23/1985,1.4335
10/24/1985,1.421
10/25/1985,1.422
10/28/1985,1.4275
10/29/1985,1.4352
10/30/1985,1.441
10/31/1985,1.4405
11/1/1985,1.441
11/4/1985,1.4405
11/5/1985,1.4325
11/6/1985,1.4353
11/7/1985,1.4165
11/8/1985,1.4167
11/11/1985,
11/12/1985,1.411
11/13/1985,1.4235
11/14/1985,1.4273
11/15/1985,1.4217
11/18/1985,1.4255
11/19/1985,1.4345
11/20/1985,1.434
11/21/1985,1.4415
11/22/1985,1.455
11/25/1985,1.4628
11/26/1985,1.4705
11/27/1985,1.4738
11/28/1985,
11/29/1985,1.489
12/2/1985,1.4875
12/3/1985,1.479
12/4/1985,1.486
12/5/1985,1.4795
12/6/1985,1.4785
12/9/1985,1.4575
12/10/1985,1.435
12/11/1985,1.415
12/12/1985,1.4395
12/13/1985,1.4365
12/16/1985,1.4375
12/17/1985,1.437
12/18/1985,1.4195
12/19/1985,1.421
12/20/1985,1.425
12/23/1985,1.429
12/24/1985,1.427
12/25/1985,
12/26/1985,1.429
12/27/1985,1.436
12/30/1985,1.439
12/31/1985,1.445
1/1/1986,
1/2/1986,1.4505
1/3/1986,1.438
1/6/1986,1.4355
1/7/1986,1.4395
1/8/1986,1.4433
1/9/1986,1.45
1/10/1986,1.4545
1/13/1986,1.442
1/14/1986,1.4398
1/15/1986,1.442
1/16/1986,1.438
1/17/1986,1.4367
1/20/1986,
1/21/1986,1.4075
1/22/1986,1.3943
1/23/1986,1.3835
1/24/1986,1.394
1/27/1986,1.3915
1/28/1986,1.408
1/29/1986,1.4025
1/30/1986,1.409
1/31/1986,1.412
2/3/1986,1.386
2/4/1986,1.377
2/5/1986,1.3905
2/6/1986,1.3975
2/7/1986,1.399
2/10/1986,1.4085
2/11/1986,1.412
2/12/1986,1.4095
2/13/1986,1.4175
2/14/1986,1.4183
2/17/1986,
2/18/1986,1.4283
2/19/1986,1.45
2/20/1986,1.4515
2/21/1986,1.4465
2/24/1986,1.463
2/25/1986,1.492
2/26/1986,1.489
2/27/1986,1.4815
2/28/1986,1.446
3/3/1986,1.4415
3/4/1986,1.463
3/5/1986,1.451
3/6/1986,1.4575
3/7/1986,1.4525
3/10/1986,1.443
3/11/1986,1.4555
3/12/1986,1.467
3/13/1986,1.4593
3/14/1986,1.461
3/17/1986,1.464
3/18/1986,1.4767
3/19/1986,1.479
3/20/1986,1.4875
3/21/1986,1.5015
3/24/1986,1.4875
3/25/1986,1.4618
3/26/1986,1.475
3/27/1986,1.4837
3/28/1986,1.474
3/31/1986,1.4735
4/1/1986,1.471
4/2/1986,1.4645
4/3/1986,1.4595
4/4/1986,1.451
4/7/1986,1.4555
4/8/1986,1.4605
4/9/1986,1.461
4/10/1986,1.4615
4/11/1986,1.476
4/14/1986,1.4822
4/15/1986,1.48
4/16/1986,1.5065
4/17/1986,1.5285
4/18/1986,1.518
4/21/1986,1.5112
4/22/1986,1.5215
4/23/1986,1.5235
4/24/1986,1.5338
4/25/1986,1.544
4/28/1986,1.555
4/29/1986,1.552
4/30/1986,1.551
5/1/1986,1.5292
5/2/1986,1.522
5/5/1986,1.541
5/6/1986,1.534
5/7/1986,1.5415
5/8/1986,1.543
5/9/1986,1.5425
5/12/1986,1.546
5/13/1986,1.5348
5/14/1986,1.5395
5/15/1986,1.535
5/16/1986,1.5255
5/19/1986,1.5177
5/20/1986,1.5182
5/21/1986,1.5165
5/22/1986,1.4928
5/23/1986,1.494
5/26/1986,
5/27/1986,1.5055
5/28/1986,1.502
5/29/1986,1.491
5/30/1986,1.4723
6/2/1986,1.474
6/3/1986,1.493
6/4/1986,1.4835
6/5/1986,1.4955
6/6/1986,1.5045
6/9/1986,1.498
6/10/1986,1.5165
6/11/1986,1.527
6/12/1986,1.523
6/13/1986,1.5235
6/16/1986,1.523
6/17/1986,1.5015
6/18/1986,1.5
6/19/1986,1.5035
6/20/1986,1.499
6/23/1986,1.4995
6/24/1986,1.5165
6/25/1986,1.5165
6/26/1986,1.5195
6/27/1986,1.529
6/30/1986,1.532
7/1/1986,1.5495
7/2/1986,1.537
7/3/1986,1.5455
7/4/1986,
7/7/1986,1.5342
7/8/1986,1.531
7/9/1986,1.524
7/10/1986,1.5155
7/11/1986,1.504
7/14/1986,1.4805
7/15/1986,1.494
7/16/1986,1.514
7/17/1986,1.515
7/18/1986,1.5045
7/21/1986,1.499
7/22/1986,1.49
7/23/1986,1.492
7/24/1986,1.4935
7/25/1986,1.4825
7/28/1986,1.4805
7/29/1986,1.488
7/30/1986,1.4895
7/31/1986,1.4915
8/1/1986,1.485
8/4/1986,1.47
8/5/1986,1.485
8/6/1986,1.479
8/7/1986,1.4765
8/8/1986,1.473
8/11/1986,1.4857
8/12/1986,1.4845
8/13/1986,1.486
8/14/1986,1.493
8/15/1986,1.494
8/18/1986,1.493
8/19/1986,1.5015
8/20/1986,1.504
8/21/1986,1.4981
8/22/1986,1.4865
8/25/1986,1.4778
8/26/1986,1.4835
8/27/1986,1.484
8/28/1986,1.4805
8/29/1986,1.488
9/1/1986,
9/2/1986,1.4892
9/3/1986,1.4995
9/4/1986,1.504
9/5/1986,1.495
9/8/1986,1.4865
9/9/1986,1.484
9/10/1986,1.4815
9/11/1986,1.4695
9/12/1986,1.476
9/15/1986,1.4808
9/16/1986,1.4755
9/17/1986,1.475
9/18/1986,1.472
9/19/1986,1.4755
9/22/1986,1.456
9/23/1986,1.4487
9/24/1986,1.4465
9/25/1986,1.4345
9/26/1986,1.4365
9/29/1986,1.433
9/30/1986,1.4468
10/1/1986,1.444
10/2/1986,1.434
10/3/1986,1.4425
10/6/1986,1.4385
10/7/1986,1.432
10/8/1986,1.4202
10/9/1986,1.4215
10/10/1986,1.4335
10/13/1986,
10/14/1986,1.437
10/15/1986,1.4395
10/16/1986,1.4375
10/17/1986,1.4315
10/20/1986,1.4298
10/21/1986,1.436
10/22/1986,1.431
10/23/1986,1.424
10/24/1986,1.4125
10/27/1986,1.4065
10/28/1986,1.4155
10/29/1986,1.4115
10/30/1986,1.3973
10/31/1986,1.4055
11/3/1986,1.4113
11/4/1986,1.4148
11/5/1986,1.423
11/6/1986,1.431
11/7/1986,1.4258
11/10/1986,1.4354
11/11/1986,
11/12/1986,1.4265
11/13/1986,1.4245
11/14/1986,1.4303
11/17/1986,1.428
11/18/1986,1.4225
11/19/1986,1.418
11/20/1986,1.4107
11/21/1986,1.423
11/24/1986,1.4165
11/25/1986,1.4222
11/26/1986,1.4315
11/27/1986,
11/28/1986,1.4335
12/1/1986,1.4375
12/2/1986,1.4343
12/3/1986,1.432
12/4/1986,1.429
12/5/1986,1.4285
12/8/1986,1.4195
12/9/1986,1.4235
12/10/1986,1.4252
12/11/1986,1.423
12/12/1986,1.4273
12/15/1986,1.432
12/16/1986,1.4295
12/17/1986,1.4298
12/18/1986,1.4307
12/19/1986,1.4325
12/22/1986,1.4415
12/23/1986,1.4525
12/24/1986,1.4585
12/25/1986,
12/26/1986,1.458
12/29/1986,1.4683
12/30/1986,1.4685
12/31/1986,1.4825
1/1/1987,
1/2/1987,1.49
1/5/1987,1.4728
1/6/1987,1.4762
1/7/1987,1.4705
1/8/1987,1.475
1/9/1987,1.478
1/12/1987,1.4918
1/13/1987,1.4903
1/14/1987,1.5055
1/15/1987,1.5042
1/16/1987,1.5155
1/19/1987,
1/20/1987,1.52
1/21/1987,1.517
1/22/1987,1.532
1/23/1987,1.5205
1/26/1987,1.527
1/27/1987,1.5357
1/28/1987,1.536
1/29/1987,1.5368
1/30/1987,1.514
2/2/1987,1.5241
2/3/1987,1.5275
2/4/1987,1.5228
2/5/1987,1.515
2/6/1987,1.5065
2/9/1987,1.519
2/10/1987,1.535
2/11/1987,1.523
2/12/1987,1.519
2/13/1987,1.52
2/16/1987,
2/17/1987,1.5305
2/18/1987,1.5312
2/19/1987,1.526
2/20/1987,1.5283
2/23/1987,1.542
2/24/1987,1.5395
2/25/1987,1.537
2/26/1987,1.5395
2/27/1987,1.546
3/2/1987,1.5638
3/3/1987,1.56
3/4/1987,1.5642
3/5/1987,1.5778
3/6/1987,1.589
3/9/1987,1.588
3/10/1987,1.5842
3/11/1987,1.591
3/12/1987,1.5885
3/13/1987,1.575
3/16/1987,1.583
3/17/1987,1.5975
3/18/1987,1.6058
3/19/1987,1.6033
3/20/1987,1.6022
3/23/1987,1.617
3/24/1987,1.61
3/25/1987,1.6058
